"","BankDefaultIndex","Name","regnum","DefaultType","DefaultDate","BankLocalization"
"2191","2191","Северкомбанк","82","отозв.","28.11.1995","Тюмень"
"2192","2192","Кронобанк","367","отозв.","28.11.1995","Иркутск"
"2193","2193","Новороссбанк","160","отозв.","28.11.1995","Новороссийск"
"2194","2194","Акомбанк","2740","отозв.","28.11.1995","Москва"
"2195","2195","Интерсевербанк","2479","отозв.","28.11.1995","Москва"
"2196","2196","Комилесбанк","240","отозв.","28.11.1995","Сыктывкар"
"2197","2197","Уникал","1583","отозв.","28.11.1995","Магнитогорск"
"2198","2198","Инженер-Банк","1670","отозв.","28.11.1995","Самара"
"2199","2199","Нефтобанк","2124","отозв.","28.11.1995","Екатеринбург"
"2200","2200","Норд-Банк","1305","отозв.","28.11.1995","Екатеринбург"
"2201","2201","Акционерный Торгово-Коммерческий Банк","1856","отозв.","15.11.1995","Ульяновск"
"2202","2202","Ирбис Банк","1936","отозв.","15.11.1995","Горно-Алтайск"
"2203","2203","Труд-Банк","861","отозв.","15.11.1995","пгт.Палкино, Псковская обл."
"2204","2204","Порт-Петровск","2680","отозв.","15.11.1995","Махачкала"
"2205","2205","Монобанк","2151","отозв.","15.11.1995","Москва"
"2206","2206","Отечество Кредит","2852","отозв.","15.11.1995","Красноярск"
"2207","2207","Московская Инициатива","2018","отозв.","15.11.1995","Москва"
"2208","2208","Европа","2200","отозв.","15.11.1995","Москва"
"2209","2209","Казачий","1757","отозв.","15.11.1995","Волгоград"
"2210","2210","Корбенинвестбанк","2205","отозв.","15.11.1995","Москва"
"2211","2211","Мономах","2203","отозв.","15.11.1995","Москва"
"2212","2212","Сибинвестбанк","508","отозв.","15.11.1995","Новосибирск"
"2213","2213","Арктикбанк","2160","ликв.","09.11.1995","Архангельск"
"2214","2214","Торнадо","1866","отозв.","04.11.1995","Москва"
"2215","2215","Малбанк","2681","отозв.","04.11.1995","Москва"
"2216","2216","Покровский 92","1849","отозв.","04.11.1995","Ульяновск"
"2217","2217","Ростурбанк","315","отозв.","04.11.1995","Москва"
"2218","2218","Русский Транспортный Банк","737","отозв.","04.11.1995","Москва"
"2219","2219","Холдингтэмбанк","1419","отозв.","04.11.1995","Москва"
"2220","2220","Союз","87","отозв.","04.11.1995","Санкт-Петербург"
"2221","2221","Востокстройбанк","223","отозв.","04.11.1995","Москва"
"2222","2222","Лютви","1596","отозв.","04.11.1995","Москва"
"2223","2223","Реинбанк","1612","отозв.","04.11.1995","Москва"
"2224","2224","РЭМ-Банк","1729","отозв.","04.11.1995","Москва"
"2225","2225","Никея Банк","2953","отозв.","04.11.1995","Москва"
"2226","2226","Бинер","2305","отозв.","04.11.1995","Красноярск"
"2227","2227","Дон-Сервис","1935","отозв.","04.11.1995","Волгоград"
"2228","2228","Христианский Российский Банк","1929","отозв.","04.11.1995","Москва"
"2229","2229","Русский Банк","388","отозв.","04.11.1995","Москва"
"2230","2230","Иммо-Банк","2135","отозв.","04.11.1995","Москва"
"2231","2231","Брасовокомбанк","1112","отозв.","04.11.1995","п.Локоть, Брянская обл."
"2232","2232","Мегастарбанк","2481","отозв.","04.11.1995","Москва"
"2233","2233","Первый Федеральный Банк","2161","отозв.","04.11.1995","Москва"
"2234","2234","Поволжский","1572","отозв.","04.11.1995","Саранск"
"2235","2235","Экспресс-Банк","345","отозв.","04.11.1995","Хабаровск"
"2236","2236","Терра-Банк","640","отозв.","04.11.1995","Дюртюли, Башкортостан"
"2237","2237","Черкессия","1882","отозв.","04.11.1995","Нальчик"
"2238","2238","Мета-Банк","442","отозв.","04.11.1995","Саратов"
"2239","2239","Тетбанк","1770","отозв.","04.11.1995","Обнинск, Калужская обл."
"2240","2240","Эксо-Банк","1515","отозв.","04.11.1995","Москва"
"2241","2241","Росказбанк","1570","отозв.","04.11.1995","Москва"
"2242","2242","Калужский Инновационный Акционерный Банк","43","отозв.","04.11.1995","Калуга"
"2243","2243","Виктория","1865","отозв.","04.11.1995","Москва"
"2244","2244","Шереметьево","2320","отозв.","04.11.1995","Лобня, Московская обл."
"2245","2245","Интердаг","2920","отозв.","03.11.1995","Дербент, Дагестан"
"2246","2246","Рождественский (Рокобанк)","258","отозв.","03.11.1995","Санкт-Петербург"
"2247","2247","Оригинал","2263","отозв.","03.11.1995","Хасавюрт, Дагестан"
"2248","2248","Кузбасс","471","отозв.","03.11.1995","Кемерово"
"2249","2249","Сельская Новь","2171","отозв.","03.11.1995","Ростов-на-Дону"
"2250","2250","Сиком","2383","отозв.","03.11.1995","Новосибирск"
"2251","2251","Банк Развития Собственности","1811","отозв.","03.11.1995","Москва"
"2252","2252","Дагимеджбанк","2778","отозв.","03.11.1995","Махачкала"
"2253","2253","Стромбанк","29","отозв.","03.11.1995","Москва"
"2254","2254","Московский Городской Банк","2144","отозв.","03.11.1995","Москва"
"2255","2255","Инвабанк","2002","отозв.","03.11.1995","Москва"
"2256","2256","Запсибтрансбанк","2375","отозв.","03.11.1995","Новосибирск"
"2257","2257","Монолир","2221","отозв.","03.11.1995","Нижневартовск"
"2258","2258","Мосимпортбанк","2165","отозв.","03.11.1995","Москва"
"2259","2259","Хлебокомбанк","2043","отозв.","03.11.1995","Уфа"
"2260","2260","Цент","3020","отозв.","03.11.1995","Ижевск"
"2261","2261","Успех","2889","отозв.","03.11.1995","Махачкала"
"2262","2262","Старбанк","1969","отозв.","03.11.1995","Иркутск"
"2263","2263","Альтернатива","1981","отозв.","03.11.1995","Москва"
"2264","2264","Сервисбанк","2095","отозв.","03.11.1995","Вологда"
"2265","2265","ЛЛД-Банк","2143","отозв.","03.11.1995","Москва"
"2266","2266","Соцбанк Ока","694","отозв.","03.11.1995","Калуга"
"2267","2267","Трейдбанк","2193","отозв.","03.11.1995","Санкт-Петербург"
"2268","2268","Намыс","1852","отозв.","03.11.1995","Нальчик"
"2269","2269","Интеринвестбанк","2054","отозв.","03.11.1995","Москва"
"2270","2270","Сибирский Кредит","1831","отозв.","03.11.1995","Кызыл"
"2271","2271","Сельхозпромбизнес","2091","отозв.","31.10.1995","Москва"
"2272","2272","Грандбанк","1858","отозв.","31.10.1995","Якутск"
"2273","2273","Сибирский Ипотечный Банк","2424","отозв.","31.10.1995","Новосибирск"
"2274","2274","Липецк","2257","отозв.","31.10.1995","Липецк"
"2275","2275","ИДС-Банк","2473","отозв.","31.10.1995","Москва"
"2276","2276","Московская Деловая Группа","2319","отозв.","31.10.1995","Москва"
"2277","2277","Юганнефтестройбанк","2588","отозв.","31.10.1995","Нефтеюганск, Тюменская обл."
"2278","2278","Юркомбанк","2735","отозв.","31.10.1995","Москва"
"2279","2279","Аурум","633","отозв.","31.10.1995","Новосибирск"
"2280","2280","Прогрессбанк","51","отозв.","24.10.1995","Москва"
"2281","2281","Полянабанк","2366","отозв.","24.10.1995","Ростов-на-Дону"
"2282","2282","Новоросслига","2437","отозв.","24.10.1995","Новороссийск"
"2283","2283","Русский Страховой Банк","1427","отозв.","24.10.1995","Москва"
"2284","2284","Фаворит","1420","отозв.","24.10.1995","Москва"
"2285","2285","Борзинский","1095","ликв.","12.10.1995","Борзя, Читинская обл."
"2286","2286","АВ","2127","отозв.","27.09.1995","Барнаул"
"2287","2287","Сибинтер","2132","отозв.","27.09.1995","Красноярск"
"2288","2288","Мосбарткомбанк","1108","отозв.","27.09.1995","Москва"
"2289","2289","Спак-Банк","2345","отозв.","27.09.1995","Сургут"
"2290","2290","Бытбанк","276","отозв.","27.09.1995","Москва"
"2291","2291","Энабанк","1814","отозв.","26.09.1995","Ростов-на-Дону"
"2292","2292","Атлант","100","отозв.","26.09.1995","Москва"
"2293","2293","Аргобанк","2130","отозв.","26.09.1995","Красноярск"
"2294","2294","Ачишхобанк","1331","отозв.","26.09.1995","Сочи"
"2295","2295","Трастбанк","1787","отозв.","26.09.1995","Москва"
"2296","2296","СТБанк","1984","отозв.","26.09.1995","Новосибирск"
"2297","2297","Ангара","683","отозв.","25.09.1995","Богучаны, Красноярский край"
"2298","2298","БЭТО","1918","отозв.","25.09.1995","Уфа"
"2299","2299","Прикамбанк","2038","отозв.","25.09.1995","Набережные Челны"
"2300","2300","Мерсурий","3127","отозв.","25.09.1995","Махачкала"
"2301","2301","Аксион","2007","отозв.","25.09.1995","Ижевск"
"2302","2302","Бонтон","1597","отозв.","25.09.1995","Анива, Сахалинская обл."
"2303","2303","Атлан","1795","отозв.","25.09.1995","Каспийск, Дагестан"
"2304","2304","Рассвет","2006","отозв.","25.09.1995","Махачкала"
"2305","2305","Южсиббанк","2084","отозв.","25.09.1995","Барнаул"
"2306","2306","Агидель","1823","отозв.","25.09.1995","Уфа"
"2307","2307","Симбр-Банк","1862","отозв.","25.09.1995","Саратов"
"2308","2308","Курганинвестзембанк","2326","отозв.","25.09.1995","Курган"
"2309","2309","Синтексбанк","1938","отозв.","25.09.1995","Южно-Сахалинск"
"2310","2310","Бриг-Банк","2131","отозв.","25.09.1995","Екатеринбург"
"2311","2311","Холдингбанк","2834","отозв.","25.09.1995","Бийск"
"2312","2312","Спасск","143","ликв.","12.09.1995","Спасск-Дальний, Приморский край"
"2313","2313","Кыринский","1128","ликв.","12.09.1995","с.Кыра, Читинская обл."
"2314","2314","КомБЭП","2121","отозв.","07.09.1995","Москва"
"2315","2315","Тамбовсоцбанк","482","отозв.","07.09.1995","Тамбов"
"2316","2316","Экобанк","205","отозв.","07.09.1995","Новороссийск"
"2317","2317","Аирбанк","1409","отозв.","07.09.1995","Москва"
"2318","2318","Джамат","1536","отозв.","07.09.1995","Черкесск"
"2319","2319","Даурия","891","ликв.","22.08.1995","Краснокаменск Читинская обл."
"2320","2320","Селигер","960","ликв.","04.08.1995","Осташков, Тверская обл."
"2321","2321","Строитель","192","ликв.","04.08.1995","Воронеж"
"2322","2322","Кирилловский","753","ликв.","04.08.1995","Кириллов, Вологодская обл."
"2323","2323","Конкомбанк","1344","ликв.","04.08.1995","Конаково, Тверская обл."
"2324","2324","Теза-Банк","772","отозв.","21.07.1995","Брянск"
"2325","2325","Георгиевск","718","отозв.","21.07.1995","Георгиевск, Ставропольский край"
"2326","2326","Мелон-Банк","2583","отозв.","21.07.1995","Махачкала"
"2327","2327","Афробанк","1828","отозв.","21.07.1995","Москва"
"2328","2328","Малый Бизнес","1874","отозв.","21.07.1995","Новосибирск"
"2329","2329","Техко-Банк","1600","отозв.","21.07.1995","Москва"
"2330","2330","Нива-Банк","2297","отозв.","21.07.1995","Тула"
"2331","2331","Литана-Банк","2146","отозв.","21.07.1995","Москва"
"2332","2332","Электроприводбанк","134","отозв.","21.07.1995","Москва"
"2333","2333","Концерн-Банк","2044","отозв.","21.07.1995","Казань"
"2334","2334","Соцкультбанк","2031","отозв.","21.07.1995","Ижевск"
"2335","2335","Форэст","2109","отозв.","21.07.1995","Москва"
"2336","2336","Роспочта-Банк","2628","ликв.","18.07.1995","Ростов-на-Дону"
"2337","2337","Югмебельбанк","308","ликв.","18.07.1995","Ростов-на-Дону"
"2338","2338","Купец-Банк","1641","отозв.","23.06.1995","Москва"
"2339","2339","Офибанк","2695","отозв.","23.06.1995","Хабаровск"
"2340","2340","Контракт","716","отозв.","16.06.1995","Вологда"
"2341","2341","Максбанк","1916","отозв.","16.06.1995","Москва"
"2342","2342","Калита","1767","отозв.","16.06.1995","Москва"
"2343","2343","СВАК-Банк","165","отозв.","16.06.1995","Магадан"
"2344","2344","Славянин","1841","отозв.","16.06.1995","Волгоград"
"2345","2345","Перфект Банк","2191","отозв.","16.06.1995","Оренбург"
"2346","2346","Синектика","1304","отозв.","02.06.1995","Москва"
"2347","2347","МАБИ-Банк","1872","отозв.","02.06.1995","Москва"
"2348","2348","Эдвам","2116","отозв.","02.06.1995","Ростов-на-Дону"
"2349","2349","Аргамакбанк","2321","отозв.","02.06.1995","Москва"
"2350","2350","Приз-Банк","2945","отозв.","02.06.1995","Москва"
"2351","2351","Метрополитен Банк","2214","отозв.","02.06.1995","Москва"
"2352","2352","Телебанк","1434","отозв.","02.06.1995","Москва"
"2353","2353","Лукояновагрокомбанк","1091","ликв.","23.05.1995","Лукоянов, Нижегородская обл."
"2354","2354","Новоалександровский","855","ликв.","24.04.1995","Новоалександров, Ставропольский край"
"2355","2355","Росвестбанк","823","ликв.","24.04.1995","Калининград"
"2356","2356","Верхнедонье","1913","ликв.","24.04.1995","ст.Казанская, Ростовская обл."
"2357","2357","Сыктывкарбанк","484","ликв.","24.04.1995","Сыктывкар"
"2358","2358","Кредит-Сервис","1779","отозв.","11.04.1995","Белгород"
"2359","2359","Российский Муниципальный Банк","1613","отозв.","07.04.1995","Москва"
"2360","2360","Севкавбанк","74","отозв.","07.04.1995","Ростов-на-Дону"
"2361","2361","Стромкомбанк","271","отозв.","07.04.1995","Оренбург"
"2362","2362","Темерницкая Таможня","97","ликв.","24.03.1995","Ростов-на-Дону"
"2363","2363","Юрак","1773","отозв.","24.03.1995","Краснодар"
"2364","2364","Югагроинвест","2465","отозв.","24.03.1995","Краснодар"
"2365","2365","Сапфир","2190","отозв.","24.03.1995","Вологда"
"2366","2366","Инторгкоопбанк","1802","отозв.","24.03.1995","Саратов"
"2367","2367","Данко","1800","отозв.","24.03.1995","Краснодар"
"2368","2368","Васкбанк","293","отозв.","24.03.1995","Вологда"
"2369","2369","Иткл","1998","отозв.","24.03.1995","Элиста"
"2370","2370","Комисоюзкоопбанк","213","ликв.","24.03.1995","Сыктывкар"
"2371","2371","Дербент","645","ликв.","24.03.1995","Дербент, Дагестан"
"2372","2372","Севертрансбанк","1853","ликв.","24.03.1995","Сургут"
"2373","2373","Игерман","2017","отозв.","24.03.1995","Ижевск"
"2374","2374","Лебко-Банк","1784","ликв.","23.02.1995","Йошкар-Ола"
"2375","2375","Коопбанк","1477","ликв.","23.02.1995","Орел"
"2376","2376","Капитал","1712","отозв.","17.02.1995","Омск"
"2377","2377","Андибанк","2014","отозв.","17.02.1995","Хасавюрт, Дагестан"
"2378","2378","Сож","1899","отозв.","17.02.1995","Хиславичи, Смоленская обл."
"2379","2379","Элиста","1786","отозв.","17.02.1995","Элиста"
"2380","2380","Сэбибанк","2482","отозв.","17.02.1995","Москва"
"2381","2381","Ташла","1999","отозв.","17.02.1995","Ставрополь"
"2382","2382","Никсон","2184","отозв.","17.02.1995","Москва"
"2383","2383","Воронцовский","1962","отозв.","17.02.1995","Москва"
"2384","2384","Новониколаевский","2199","отозв.","17.02.1995","Новосибирск"
"2385","2385","Дикебанк","2303","отозв.","17.02.1995","Южно-Сахалинск"
"2386","2386","Три Девятки","2460","отозв.","17.02.1995","Махачкала"
"2387","2387","Акида","2531","отозв.","17.02.1995","Казань"
"2388","2388","Инкрасбанк","2129","отозв.","17.02.1995","Красноярск"
"2389","2389","Реверс","2020","отозв.","17.02.1995","Москва"
"2390","2390","Деловой","1622","отозв.","17.02.1995","Москва"
"2391","2391","Воскрешение","2426","отозв.","17.02.1995","Москва"
"2392","2392","Галактика","1721","отозв.","17.02.1995","Москва"
"2393","2393","О.С.Т.-Банк","2871","отозв.","17.02.1995","Москва"
"2394","2394","Эльдорадо","1826","отозв.","17.02.1995","Москва"
"2395","2395","Легис","78","отозв.","17.02.1995","Москва"
"2396","2396","Эверест-Банк","348","отозв.","17.02.1995","Москва"
"2397","2397","Компак-Банк","2325","отозв.","17.02.1995","Северодвинск, Архангельская обл."
"2398","2398","Динар","2451","отозв.","17.02.1995","Казань"
"2399","2399","Ленекс","1941","отозв.","17.02.1995","Краснодар"
"2400","2400","Меридиан","1454","отозв.","17.02.1995","Москва"
"2401","2401","Микробанк","2339","отозв.","17.02.1995","Москва"
"2402","2402","Номинал","1762","отозв.","17.02.1995","Москва"
"2403","2403","Дредноуд-Банк","2408","отозв.","17.02.1995","Москва"
"2404","2404","Дворянский Банк","1932","отозв.","16.02.1995","Москва"
"2405","2405","Уктусский","494","отозв.","16.02.1995","Екатеринбург"
"2406","2406","Правекс-Банк","2671","отозв.","16.02.1995","Краснодар"
"2407","2407","Ситрафикобанк","2286","отозв.","16.02.1995","Москва"
"2408","2408","Карелавтобанк","1279","отозв.","16.02.1995","Петрозаводск"
"2409","2409","Медведевский Земельный Банк","1227","отозв.","16.02.1995","пос.Медведево, Марий Эл"
"2410","2410","Инвентбанк","1979","отозв.","16.02.1995","Томск"
"2411","2411","Стартбанк","49","отозв.","16.02.1995","Екатеринбург"
"2412","2412","Динаскобанк","1843","отозв.","16.02.1995","Москва"
"2413","2413","Гарант","34","отозв.","16.02.1995","Махачкала"
"2414","2414","Вотум-Банк","1925","отозв.","16.02.1995","Ростов-на-Дону"
"2415","2415","Адмирал-Банк","2463","отозв.","16.02.1995","Москва"
"2416","2416","Мещерабанк","1228","ликв.","23.01.1995","Рязань"
"2417","2417","Коопбизнес","1815","ликв.","16.01.1995","Воронеж"
"2418","2418","Бяркин","1993","отозв.","13.12.1994","ст.Орджоникидзевская, Ингушетия"
"2419","2419","Драфт-Банк","1760","отозв.","13.12.1994","Москва"
"2420","2420","Екатеринодаръ","2335","отозв.","13.12.1994","Краснодар"
"2421","2421","Глори Сейв Банк","2287","отозв.","13.12.1994","Москва"
"2422","2422","Промышленный","2380","отозв.","13.12.1994","Москва"
"2423","2423","Республика","2021","отозв.","13.12.1994","Астрахань"
"2424","2424","Ментор-Синема","1433","отозв.","13.12.1994","Москва"
"2425","2425","Сиэс-Банк","2138","отозв.","13.12.1994","Красноярск"
"2426","2426","Росакадембанк","1426","отозв.","13.12.1994","Москва"
"2427","2427","Свияга","2125","отозв.","13.12.1994","пгт.Карсун, Ульяновская обл."
"2428","2428","СКАРОСС Банк","1980","отозв.","13.12.1994","Москва"
"2429","2429","Санкт-Петербургский Инновационный Банк","37","отозв.","13.12.1994","Санкт-Петербург"
"2430","2430","Девизбанк","1805","отозв.","13.12.1994","Москва"
"2431","2431","Холм-Жирковский Коммерческий Банк","806","ликв.","09.12.1994","пгт. Холм-Жирковский, Смоленская обл."
"2432","2432","Ковылкинский","746","ликв.","09.12.1994","Ковылкино, Мордовия"
"2433","2433","Бештау","1216","ликв.","09.12.1994","Лермонтов, Ставропольский край"
"2434","2434","Курскбанк","479","ликв.","02.12.1994","Курск"
"2435","2435","Опцион","1768","отозв.","28.11.1994","Москва"
"2436","2436","Президент-Банк","2219","отозв.","28.11.1994","Москва"
"2437","2437","Магаданторгбанк","1681","отозв.","28.11.1994","Магадан"
"2438","2438","Прагмабанк","1602","отозв.","28.11.1994","Москва"
"2439","2439","АЛТН","1702","отозв.","28.11.1994","Элиста"
"2440","2440","Кредитагро","1345","отозв.","28.11.1994","Москва"
"2441","2441","Гражданский Банк","2172","отозв.","28.11.1994","Москва"
"2442","2442","Любор","2279","отозв.","28.11.1994","Москва"
"2443","2443","Экономцентр","1048","отозв.","28.11.1994","Молчаново, Томская обл."
"2444","2444","Новосибирский Инновационный Банк","39","отозв.","15.10.1994","Новосибирск"
"2445","2445","Вихоревский","1237","ликв.","14.10.1994","Вихоревка, Иркутская обл."
"2446","2446","Ростовский Коммерческий Агропромышленный Банк","498","ликв.","14.10.1994","Ростов-на-Дону"
"2447","2447","Углегорск","856","ликв.","12.10.1994","Углегорск, Сахалинская обл."
"2448","2448","Респект-Банк","1685","ликв.","10.10.1994","Рязань"
"2449","2449","Дема","751","ликв.","07.10.1994","Давлеканово, Башкортостан"
"2450","2450","Электросталь-Банк","1791","ликв.","07.10.1994","Электросталь, Московская обл."
"2451","2451","Мариинский","1750","ликв.","07.10.1994","Санкт-Петербург"
"2452","2452","Банк СК","2081","ликв.","07.10.1994","Казань"
"2453","2453","Камчатинбанк","380","отозв.","07.10.1994","Петропавловск-Камчатский"
"2454","2454","Фермер Черноземья","2448","отозв.","28.09.1994","Воронеж"
"2455","2455","Тэсма","1797","отозв.","28.09.1994","Москва"
"2456","2456","Московский Торговый Банк","140","отозв.","28.09.1994","Москва"
"2457","2457","Агроком","837","ликв.","26.09.1994","Туймазы, Башкортостан"
"2458","2458","Касимовкомбанк","869","ликв.","26.09.1994","Касимов, Рязанская обл."
"2459","2459","Сато-Банк","2009","ликв.","26.09.1994","Южно-Сахалинск"
"2460","2460","Волтайр","2087","ликв.","26.09.1994","Волжский, Волгоградская обл."
"2461","2461","Бизнес-Кредит-Банк","2173","ликв.","26.09.1994","Жуковский, Московская обл."
"2462","2462","Гиагинский","786","ликв.","26.09.1994","ст.Гиагинская,  Адыгея"
"2463","2463","Кабельбанк","2107","ликв.","06.09.1994","Москва"
"2464","2464","Шилкинский","1029","ликв.","06.09.1994","Шилка, Читинская обл."
"2465","2465","ИНКАбанк","1877","отозв.","23.08.1994","Краснодар"
"2466","2466","Амурбизнесбанк","245","отозв.","16.08.1994","Благовещенск"
"2467","2467","Уралбизнесбанк","2250","отозв.","16.08.1994","Екатеринбург"
"2468","2468","Губкинский","1111","ликв.","16.08.1994","Губкин, Белгородская обл."
"2469","2469","Суперлан","2376","отозв.","16.08.1994","Москва"
"2470","2470","Степь","1997","отозв.","16.08.1994","Элиста"
"2471","2471","Инвестбизнесбанк","1474","отозв.","16.08.1994","Москва"
"2472","2472","Защитник Отечества","2226","отозв.","16.08.1994","Москва"
"2473","2473","Невельск","502","ликв.","02.08.1994","Невельск, Сахалинская обл."
"2474","2474","Альянс","95","отозв.","01.07.1994","Нижневартовск"
"2475","2475","Банк Развития Сельского Хозяйства (БАРС)","2117","отозв.","01.07.1994","Москва"
"2476","2476","Глубокинский Коммерческий Банк","529","ликв.","27.06.1994","пос. Глубокий, Ростовская обл."
"2477","2477","Гергебиль","629","ликв.","27.06.1994","с. Лаваши, Дагестан"
"2478","2478","Байн","1452","отозв.","24.06.1994","Элиста"
"2479","2479","Планета-Наукабанк","1397","отозв.","24.06.1994","Уфа"
"2480","2480","Сармат","2128","отозв.","23.06.1994","Ростов-на-Дону"
"2481","2481","Роскомбанк","1047","отозв.","21.06.1994","Москва"
"2482","2482","Самарский Земельный Банк (Самзембанк)","2005","отозв.","14.06.1994","Самара"
"2483","2483","Стокбанк","1412","отозв.","14.06.1994","Москва"
"2484","2484","СРБ-Банк","578","отозв.","13.06.1994","Москва"
"2485","2485","Тымовский","1207","ликв.","06.06.1994","п. Тымовское, Сахалинская обл."
"2486","2486","Елец","1912","отозв.","06.06.1994","Елец"
"2487","2487","Аграрник","982","отозв.","02.06.1994","Хасавюрт, Дагестан"
"2488","2488","Карата","791","отозв.","02.06.1994","с.Карата, Дагестан"
"2489","2489","Природа","1424","отозв.","27.05.1994","Уфа"
"2490","2490","Банк Развития Сибири","1700","отозв.","27.05.1994","Новосибирск"
"2491","2491","Раритет","318","отозв.","27.05.1994","Волгоград"
"2492","2492","Анталья","2231","отозв.","27.05.1994","Махачкала"
"2493","2493","Даймохк","2114","отозв.","27.05.1994","Хасавюрт, Дагестан"
"2494","2494","Науруз","1845","отозв.","17.05.1994","Карачаевск"
"2495","2495","Хучни","638","отозв.","16.05.1994","с.Хучни, Дагестан"
"2496","2496","Ахтынский","1236","отозв.","16.05.1994","с.Ахты, Дагестан"
"2497","2497","Томскгарантбанк","2238","ликв.","16.05.1994","Томск"
"2498","2498","Сила-Банк","1888","отозв.","16.05.1994","Энгельс, Саратовская обл."
"2499","2499","Дылым","630","ликв.","06.05.1994","с.Дылым, Дагестан"
"2500","2500","Покровск","829","ликв.","06.05.1994","Энгельс, Саратовская обл."
"2501","2501","Маркс-Банк","519","ликв.","06.05.1994","Маркс, Саратовская обл."
"2502","2502","Александровск-Сахалинский","1064","ликв.","06.05.1994","Александровск-Сахалинский, Сахалинская обл."
"2503","2503","Алигер","2024","отозв.","25.04.1994","Черкесск"
"2504","2504","Маджалис","620","отозв.","25.04.1994","с.Маджалис, Дагестан"
"2505","2505","Упоровский Коммерческий Банк","881","ликв.","13.04.1994","с.Упорово, Тюменская обл."
"2506","2506","Степновский","1178","ликв.","13.04.1994","с.Степное, Ставропольский край"
"2507","2507","Самур","747","ликв.","13.04.1994","с.Рутул, Дагестан"
"2508","2508","Станкомехпромбанк","251","отозв.","13.04.1994","Москва"
"2509","2509","МММ-Банк","1615","отозв.","06.04.1994","Москва"
"2510","2510","Кытманово-Банк","1079","ликв.","04.04.1994","с.Кытманово, Алтайский край"
"2511","2511","Горняк-Банк","1031","ликв.","04.04.1994","Горняк, Алтайский край"
"2512","2512","СОТЭФ","592","ликв.","21.03.1994","Орел"
"2513","2513","Рекобанк","2195","отозв.","21.03.1994","Ревда, Свердловская обл."
"2514","2514","Ингашкомбанк","1133","ликв.","21.03.1994","п. Нижний Ингаш, Краснодарский край"
"2515","2515","Северный","33","отозв.","05.03.1994","Вологда"
"2516","2516","Гелиос-Банк","1907","ликв.","05.03.1994","Москва"
"2517","2517","Альтаир","610","отозв.","05.03.1994","Лангепас, Тюменская обл."
"2518","2518","Летнеставочный","1269","отозв.","15.02.1994","с. Летняя Ставка, Ставропольский край"
"2519","2519","Бежта","1038","ликв.","15.02.1994","с. Бежта, Дагестан"
"2520","2520","Аир","1219","ликв.","31.01.1994","п. Пограничный, Приморский край"
"2521","2521","Семеновский Коммерческий Банк","1241","ликв.","13.01.1994","Семенов, Нижегородская обл."
"2522","2522","Мосэлбанк","2060","ликв.","13.01.1994","Москва"
"2523","2523","Романтон","1475","отозв.","13.01.1994","Москва"
"2524","2524","Вачский Коммерческий Банк","1082","ликв.","13.01.1994","Вача, Нижегородская обл."
"2525","2525","Кондопожский","587","ликв.","13.01.1994","Кондопога, Карелия"
"2526","2526","Статус-Кредит-Банк","1327","отозв.","04.01.1994","Москва"
"2527","2527","Алеко","2202","отозв.","04.01.1994","Москва"
"2528","2528","Крестьянкомбанк","1014","ликв.","24.12.1993","Кунгур, Пермская обл."
"2529","2529","Очерский Агропромышленный Коммерческий Банк","1013","ликв.","24.12.1993","Очер, Пермская обл."
"2530","2530","Кумухский","759","ликв.","24.12.1993","с.Кумух, Дагестан"
"2531","2531","Октябрьскземкомбанк","1012","ликв.","24.12.1993","п.Октябрьский, Пермская обл."
"2532","2532","Хунзахский","946","ликв.","24.12.1993","с.Хунзах, Дагестан"
"2533","2533","Барлык","940","ликв.","24.12.1993","с.Терекли-Мектеб, Дагестан"
"2534","2534","Стройфинбанк","2122","ликв.","24.12.1993","Екатеринбург"
"2535","2535","Новолакский","1169","ликв.","24.12.1993","с.Новолак, Дагестан"
"2536","2536","Тлярата","924","ликв.","24.12.1993","с.Тлярата, Дагестан"
"2537","2537","Цовкра","632","ликв.","24.12.1993","с.Вачи, Дагестан"
"2538","2538","Левашинский","809","ликв.","24.12.1993","с.Леваши, Дагестан"
"2539","2539","Уркарах","647","ликв.","09.12.1993","с.Уркарах, Дагестан"
"2540","2540","Регионкомбанк","852","ликв.","09.12.1993","Чита"
"2541","2541","Кайтаг","1783","ликв.","09.12.1993","с.Маджалис, Дагестан"
"2542","2542","Иванбанк АО «100»","2049","отозв.","08.12.1993","Чебоксары"
"2543","2543","Экабанк","656","отозв.","08.12.1993","Москва"
"2544","2544","Рис","831","ликв.","08.12.1993","Краснодар"
"2545","2545","Агул-Банк","818","ликв.","08.12.1993","с.Тпиг, Дагестан"
"2546","2546","Курахский","642","ликв.","08.12.1993","с.Курах, Дагестан"
"2547","2547","Интерарт","1900","отозв.","07.12.1993","Москва"
"2548","2548","МаркПольбанк","1839","отозв.","06.12.1993","Москва"
"2549","2549","Зодчий","83","отозв.","06.12.1993","Москва"
"2550","2550","Русинвестбанк","1660","отозв.","24.11.1993","Москва"
"2551","2551","Бугурусланский","1126","ликв.","18.11.1993","Бугуруслан, Оренбургская обл."
"2552","2552","Поронайск","1081","ликв.","18.11.1993","Поронайск, Сахалинская обл."
"2553","2553","Булгар","1333","ликв.","18.11.1993","Азнакаево, Татарстан"
"2554","2554","Козьмодемьянский Коммерческий Банк","1369","ликв.","18.11.1993","Козьмодемьянск, Марий Эл"
