"","BankDefaultIndex","Name","regnum","DefaultType","DefaultDate","BankLocalization"
"2555","2555","Сорочинск","962","ликв.","18.11.1993","Сорочинск, Оренбургская обл."
"2556","2556","Домбаровка","1258","ликв.","18.11.1993","с.Домбаровка, Оренбургская обл."
"2557","2557","Агропромбанк","571","ликв.","18.11.1993","Чулым, Новосибирская обл"
"2558","2558","Колышлейский","775","ликв.","16.11.1993","п.Колышлей, Пензенская обл."
"2559","2559","Покровский","1204","ликв.","16.11.1993","Unknown"
"2560","2560","Сямженский Коммерческий Банк","915","ликв.","28.10.1993","с.Сямжа, Вологодская обл."
"2561","2561","Индустрия","771","ликв.","28.10.1993","Пермь"
"2562","2562","Ярковский Коммерческий Банк","882","ликв.","15.10.1993","с.Ярково, Тюменская обл."
"2563","2563","Резерв","756","ликв.","15.10.1993","Unknown"
"2564","2564","Нюрба","1766","ликв.","13.10.1993","п.Нюрба, Якутия"
"2565","2565","Черное Море","68","ликв.","29.09.1993","Сочи"
"2566","2566","Алиса","1547","ликв.","22.09.1993","Петрозаводск"
"2567","2567","Рубин","631","ликв.","22.09.1993","Unknown"
"2568","2568","Оникс","780","ликв.","20.09.1993","Чехов, Сахалинская обл."
"2569","2569","Никэ","1772","отозв.","20.09.1993","Москва"
"2570","2570","Вахрушев","1080","ликв.","20.09.1993","пгт.Вахрушев, Сахалинская обл."
"2571","2571","Лескомбанк","1725","ликв.","03.09.1993","пгт.Смирных, Сахалинская обл."
"2572","2572","Пестово","557","ликв.","03.09.1993","Пестово, Новгородская обл."
"2573","2573","Эврика","616","ликв.","03.09.1993","Тверь"
"2574","2574","Гамма-Банк","613","ликв.","03.09.1993","Любытино, Новгородская обл."
"2575","2575","Краснослободский","754","ликв.","03.09.1993","Краснослободск, Мордовия"
"2576","2576","Торбеевский","755","ликв.","03.09.1993","п.Торбеево, Мордовия"
"2577","2577","Доверие","1030","ликв.","03.09.1993","Нелидово, Тверская обл."
"2578","2578","Таруса","945","отозв.","31.08.1993","Таруса, Калужская обл."
"2579","2579","Дом","1662","отозв.","26.08.1993","Южно-Сахалинск"
"2580","2580","Комсомольский","612","ликв.","17.08.1993","с.Комсомольское, Чувашия"
"2581","2581","Чамзинский","1147","ликв.","17.08.1993","Чамзинка, Мордовия"
"2582","2582","Льговкомбанк","1116","ликв.","17.08.1993","Льгов, Курская обл."
"2583","2583","Ельниковский","1148","ликв.","17.08.1993","с.Ельники, Мордовия"
"2584","2584","Гжать","583","ликв.","17.08.1993","Гагарин, Смоленская обл."
"2585","2585","Ибресинский","1040","ликв.","17.08.1993","п.Ибреси, Чувашия"
"2586","2586","Воронежагрокомбанк","564","ликв.","17.08.1993","Воронеж"
"2587","2587","Черниговский","1356","ликв.","17.08.1993","с.Черниговка, Приморский край"
"2588","2588","Красноармейский","611","ликв.","17.08.1993","Unknown"
"2589","2589","Белевский Коммерческий Банк","976","ликв.","17.08.1993","Белев, Тульская обл."
"2590","2590","Агинский","1083","ликв.","17.08.1993","Unknown"
"2591","2591","Комсоцбанк","821","отозв.","16.08.1993","Ставрополь"
"2592","2592","Преображенский","1609","отозв.","16.08.1993","Москва"
"2593","2593","Ботлих","641","ликв.","16.08.1993","с.Ботлих, Дагестан"
"2594","2594","Хив","657","ликв.","16.08.1993","Unknown"
"2595","2595","Адамовка","1259","ликв.","27.07.1993","п.Адамовка, Оренбургская обл."
"2596","2596","Ополье","1186","ликв.","27.07.1993","Владимир"
"2597","2597","Илек","1263","ликв.","27.07.1993","с.Илек, Оренбургская обл."
"2598","2598","Агвали","950","ликв.","27.07.1993","с.Агвали, Дагестан"
"2599","2599","Новосергиевка","1395","ликв.","27.07.1993","п.Новосергиевка, Оренбургская обл."
"2600","2600","Хазина","621","ликв.","27.07.1993","с.Советское, Дагестан"
"2601","2601","Чугуевский","1355","ликв.","21.07.1993","с.Чугуевка, Приморский край"
"2602","2602","Московский Купеческий Банк","2019","ликв.","21.07.1993","Москва"
"2603","2603","Тегульдетский Лесной Коммерческий Банк","2111","отозв.","21.07.1993","с.Тегульдет, Томская обл."
"2604","2604","Интер-Кибер-Банк","1377","отозв.","08.07.1993","Москва"
"2605","2605","Краснодаркоопбанк","137","ликв.","08.07.1993","Краснодар"
"2606","2606","Московский Коммерческий Банк Ипотечного Кредита","1190","отозв.","08.07.1993","Москва"
"2607","2607","Щигрыкомбанк","1009","ликв.","06.07.1993","Щигры, Курская обл."
"2608","2608","Невельбанк","686","ликв.","06.07.1993","Невель, Псковская обл."
"2609","2609","Ноулбанк","966","ликв.","06.07.1993","Новоульяновск, Ульяновская обл."
"2610","2610","Изьва","1036","ликв.","06.07.1993","с. Ижма,  Республика Коми"
"2611","2611","Датекс","1873","ликв.","06.07.1993","Махачкала"
"2612","2612","Белокуриха","1940","ликв.","06.07.1993","Белокуриха, Алтайский край"
"2613","2613","Озерский Районный Коммерческий Банк","906","ликв.","06.07.1993","Озерск, Калининградская обл."
"2614","2614","Магадан-Кредит","1836","ликв.","20.06.1993","Магадан"
"2615","2615","Планета-Банк","1408","отозв.","16.06.1993","Москва"
"2616","2616","Центр","1565","ликв.","11.06.1993","Щекино, Тульская обл."
"2617","2617","Ладога","602","ликв.","07.06.1993","Сортавала, Карелия"
"2618","2618","Красная Гвардия","1058","ликв.","07.06.1993","с. Красногвардейское, Ставропольский край"
"2619","2619","Залесский","1192","ликв.","07.06.1993","Пераславль, Ярославская обл."
"2620","2620","Усть-Цильмабанк","898","ликв.","07.06.1993","с.Усть-Цильма, Республика Коми"
"2621","2621","Дмитриевкомбанк","1017","ликв.","07.06.1993","Дмитриев, Курская обл."
"2622","2622","Брянск-Банк","375","отозв.","31.05.1993","Брянск"
"2623","2623","Ужурский","925","ликв.","26.05.1993","Ужур, Красноярский край"
"2624","2624","Аргунь","890","ликв.","26.05.1993","пгт. Приаргунск, Читинская обл."
"2625","2625","Дагибанк","1785","ликв.","26.05.1993","пгт. Ноглики, Сахалинская обл."
"2626","2626","Онон","1028","ликв.","26.05.1993","с.Нижний Часучей, Читинская обл."
"2627","2627","Пыталово-Банк","864","ликв.","26.05.1993","Пыталово, Псковская обл."
"2628","2628","Сибнефтеэкология","1825","отозв.","21.05.1993","Тюмень"
"2629","2629","Инвестис","445","отозв.","06.05.1993","Москва"
"2630","2630","Агробизнес","1429","ликв.","05.05.1993","пгт.Анна, Воронежская обл."
"2631","2631","Ноглики","1744","ликв.","05.05.1993","п.Ноглики, Сахалинская обл."
"2632","2632","Владимиркомбанк","910","ликв.","29.04.1993","Владимир"
"2633","2633","Кваркено","1256","ликв.","28.04.1993","с.Кваркено, Оренбургская обл."
"2634","2634","Гайсельхозбанк","1177","ликв.","28.04.1993","Гай, Оренбургская обл."
"2635","2635","Староминский","468","ликв.","28.04.1993","ст. Староминская, Краснодарский край"
"2636","2636","Грачевский","1306","ликв.","28.04.1993","с.Грачевка, Оренбургская обл."
"2637","2637","Северскбанк","455","ликв.","28.04.1993","Северск, Томская обл."
